ts,phase,amps_A,vbus_V,vshunt_V,amps_raw_A,sign_factor
1759601762.873,idle1,0.545200,5.144,-5.452000e-02,-0.545200,-1
1759601762.874,idle1,0.548000,5.144,-5.480000e-02,-0.548000,-1
1759601762.875,idle1,0.558300,5.136,-5.583000e-02,-0.558300,-1
1759601762.876,idle1,0.535300,5.140,-5.353000e-02,-0.535300,-1
1759601762.877,idle1,0.558700,5.140,-5.587000e-02,-0.558700,-1
1759601762.878,idle1,0.546800,5.136,-5.468000e-02,-0.546800,-1
1759601762.879,idle1,0.536500,5.144,-5.365000e-02,-0.536500,-1
1759601762.880,idle1,0.540200,5.128,-5.402000e-02,-0.540200,-1
1759601762.881,idle1,0.549700,5.144,-5.497000e-02,-0.549700,-1
1759601762.882,idle1,0.558700,5.136,-5.587000e-02,-0.558700,-1
1759601762.883,idle1,0.552600,5.140,-5.526000e-02,-0.552600,-1
1759601762.884,idle1,0.572300,5.136,-5.723000e-02,-0.572300,-1
1759601762.885,idle1,0.538200,5.144,-5.382000e-02,-0.538200,-1
1759601762.886,idle1,0.548900,5.148,-5.489000e-02,-0.548900,-1
1759601762.887,idle1,0.551700,5.140,-5.517000e-02,-0.551700,-1
1759601762.888,idle1,0.549300,5.140,-5.493000e-02,-0.549300,-1
1759601762.889,idle1,0.541900,5.140,-5.419000e-02,-0.541900,-1
1759601762.890,idle1,0.541000,5.148,-5.410000e-02,-0.541000,-1
1759601762.891,idle1,0.567400,5.136,-5.674000e-02,-0.567400,-1
1759601762.892,idle1,0.545200,5.144,-5.452000e-02,-0.545200,-1
1759601762.893,idle1,0.575600,5.140,-5.756000e-02,-0.575600,-1
1759601762.894,idle1,0.537300,5.136,-5.373000e-02,-0.537300,-1
1759601762.895,idle1,0.555500,5.148,-5.555000e-02,-0.555500,-1
1759601762.896,idle1,0.549700,5.140,-5.497000e-02,-0.549700,-1
1759601762.897,idle1,0.546800,5.144,-5.468000e-02,-0.546800,-1
1759601762.898,idle1,0.559200,5.132,-5.592000e-02,-0.559200,-1
1759601762.899,idle1,0.536100,5.148,-5.361000e-02,-0.536100,-1
1759601762.900,idle1,0.565700,5.140,-5.657000e-02,-0.565700,-1
1759601762.901,idle1,0.547600,5.136,-5.476000e-02,-0.547600,-1
1759601762.902,idle1,0.550100,5.140,-5.501000e-02,-0.550100,-1
1759601762.903,idle1,0.544300,5.144,-5.443000e-02,-0.544300,-1
1759601762.904,idle1,0.538200,5.148,-5.382000e-02,-0.538200,-1
1759601762.905,idle1,0.564100,5.140,-5.641000e-02,-0.564100,-1
1759601762.906,idle1,0.548500,5.144,-5.485000e-02,-0.548500,-1
1759601762.907,idle1,0.565700,5.144,-5.657000e-02,-0.565700,-1
1759601762.908,idle1,0.553800,5.140,-5.538000e-02,-0.553800,-1
1759601762.909,idle1,0.536900,5.144,-5.369000e-02,-0.536900,-1
1759601762.910,idle1,0.538600,5.140,-5.386000e-02,-0.538600,-1
1759601762.911,idle1,0.550100,5.144,-5.501000e-02,-0.550100,-1
1759601762.912,idle1,0.542700,5.140,-5.427000e-02,-0.542700,-1
1759601762.913,idle1,0.532800,5.148,-5.328000e-02,-0.532800,-1
1759601762.914,idle1,0.570700,5.140,-5.707000e-02,-0.570700,-1
1759601762.915,idle1,0.546800,5.140,-5.468000e-02,-0.546800,-1
1759601762.916,idle1,0.551700,5.152,-5.517000e-02,-0.551700,-1
1759601762.917,idle1,0.541000,5.140,-5.410000e-02,-0.541000,-1
1759601762.918,idle1,0.549300,5.148,-5.493000e-02,-0.549300,-1
1759601762.919,idle1,0.541000,5.144,-5.410000e-02,-0.541000,-1
1759601762.920,idle1,0.550500,5.140,-5.505000e-02,-0.550500,-1
1759601762.921,idle1,0.555900,5.136,-5.559000e-02,-0.555900,-1
1759601762.922,idle1,0.543900,5.144,-5.439000e-02,-0.543900,-1
1759601762.923,idle1,0.578100,5.140,-5.781000e-02,-0.578100,-1
1759601762.924,idle1,0.552200,5.136,-5.522000e-02,-0.552200,-1
1759601762.925,idle1,0.560000,5.148,-5.600000e-02,-0.560000,-1
1759601762.926,idle1,0.552200,5.132,-5.522000e-02,-0.552200,-1
1759601762.927,idle1,0.553400,5.144,-5.534000e-02,-0.553400,-1
1759601762.928,idle1,0.560400,5.140,-5.604000e-02,-0.560400,-1
1759601762.929,idle1,0.548900,5.140,-5.489000e-02,-0.548900,-1
1759601762.930,idle1,0.561600,5.140,-5.616000e-02,-0.561600,-1
1759601762.931,idle1,0.539400,5.140,-5.394000e-02,-0.539400,-1
1759601762.932,idle1,0.554200,5.144,-5.542000e-02,-0.554200,-1
1759601762.933,idle1,0.550900,5.136,-5.509000e-02,-0.550900,-1
1759601762.934,idle1,0.553400,5.144,-5.534000e-02,-0.553400,-1
1759601762.935,idle1,0.557900,5.140,-5.579000e-02,-0.557900,-1
1759601762.936,idle1,0.550500,5.140,-5.505000e-02,-0.550500,-1
1759601762.937,idle1,0.566600,5.140,-5.666000e-02,-0.566600,-1
1759601762.938,idle1,0.552200,5.140,-5.522000e-02,-0.552200,-1
1759601762.939,idle1,0.540200,5.144,-5.402000e-02,-0.540200,-1
1759601762.940,idle1,0.533600,5.148,-5.336000e-02,-0.533600,-1
1759601762.941,idle1,0.551700,5.144,-5.517000e-02,-0.551700,-1
1759601762.942,idle1,0.552600,5.140,-5.526000e-02,-0.552600,-1
1759601762.943,idle1,0.552600,5.140,-5.526000e-02,-0.552600,-1
1759601762.944,idle1,0.570700,5.136,-5.707000e-02,-0.570700,-1
1759601762.945,idle1,0.550900,5.140,-5.509000e-02,-0.550900,-1
1759601762.946,idle1,0.576400,5.144,-5.764000e-02,-0.576400,-1
1759601762.947,idle1,0.557500,5.136,-5.575000e-02,-0.557500,-1
1759601762.948,idle1,0.544300,5.140,-5.443000e-02,-0.544300,-1
1759601762.949,idle1,0.547200,5.144,-5.472000e-02,-0.547200,-1
1759601762.950,idle1,0.544300,5.144,-5.443000e-02,-0.544300,-1
1759601762.951,idle1,0.562500,5.140,-5.625000e-02,-0.562500,-1
1759601762.952,idle1,0.549700,5.136,-5.497000e-02,-0.549700,-1
1759601762.953,idle1,0.575600,5.136,-5.756000e-02,-0.575600,-1
1759601762.954,idle1,0.552600,5.140,-5.526000e-02,-0.552600,-1
1759601762.955,idle1,0.555000,5.140,-5.550000e-02,-0.555000,-1
1759601762.956,idle1,0.552200,5.140,-5.522000e-02,-0.552200,-1
1759601762.957,idle1,0.538600,5.148,-5.386000e-02,-0.538600,-1
1759601762.958,idle1,0.550900,5.140,-5.509000e-02,-0.550900,-1
1759601762.959,idle1,0.550500,5.144,-5.505000e-02,-0.550500,-1
1759601762.960,idle1,0.558300,5.140,-5.583000e-02,-0.558300,-1
1759601762.961,idle1,0.549700,5.144,-5.497000e-02,-0.549700,-1
1759601762.962,idle1,0.546800,5.148,-5.468000e-02,-0.546800,-1
1759601762.963,idle1,0.548900,5.140,-5.489000e-02,-0.548900,-1
1759601762.964,idle1,0.555900,5.140,-5.559000e-02,-0.555900,-1
1759601762.965,idle1,0.559200,5.140,-5.592000e-02,-0.559200,-1
1759601762.966,idle1,0.542300,5.148,-5.423000e-02,-0.542300,-1
1759601762.967,idle1,0.560400,5.136,-5.604000e-02,-0.560400,-1
1759601762.968,idle1,0.558300,5.136,-5.583000e-02,-0.558300,-1
1759601762.969,idle1,0.553400,5.144,-5.534000e-02,-0.553400,-1
1759601762.970,idle1,0.543500,5.144,-5.435000e-02,-0.543500,-1
1759601762.971,idle1,0.547200,5.152,-5.472000e-02,-0.547200,-1
1759601762.972,idle1,0.557100,5.140,-5.571000e-02,-0.557100,-1
1759601762.973,idle1,0.549300,5.144,-5.493000e-02,-0.549300,-1
1759601762.974,idle1,0.569900,5.136,-5.699000e-02,-0.569900,-1
1759601762.975,idle1,0.541900,5.144,-5.419000e-02,-0.541900,-1
1759601762.976,idle1,0.566600,5.148,-5.666000e-02,-0.566600,-1
1759601762.977,idle1,0.549700,5.136,-5.497000e-02,-0.549700,-1
1759601762.978,idle1,0.548900,5.144,-5.489000e-02,-0.548900,-1
1759601762.979,idle1,0.549300,5.140,-5.493000e-02,-0.549300,-1
1759601762.980,idle1,0.541500,5.136,-5.415000e-02,-0.541500,-1
1759601762.981,idle1,0.551300,5.144,-5.513000e-02,-0.551300,-1
1759601762.982,idle1,0.549300,5.140,-5.493000e-02,-0.549300,-1
1759601762.983,idle1,0.574400,5.140,-5.744000e-02,-0.574400,-1
1759601762.984,idle1,0.539400,5.144,-5.394000e-02,-0.539400,-1
1759601762.985,idle1,0.539000,5.148,-5.390000e-02,-0.539000,-1
1759601762.986,idle1,0.550900,5.136,-5.509000e-02,-0.550900,-1
1759601762.987,idle1,0.547600,5.148,-5.476000e-02,-0.547600,-1
1759601762.988,idle1,0.559200,5.136,-5.592000e-02,-0.559200,-1
1759601762.989,idle1,0.560000,5.140,-5.600000e-02,-0.560000,-1
1759601762.990,idle1,0.574000,5.132,-5.740000e-02,-0.574000,-1
1759601762.991,idle1,0.545600,5.144,-5.456000e-02,-0.545600,-1
1759601762.992,idle1,0.556700,5.144,-5.567000e-02,-0.556700,-1
1759601762.993,idle1,0.546800,5.136,-5.468000e-02,-0.546800,-1
1759601762.994,idle1,0.552200,5.144,-5.522000e-02,-0.552200,-1
1759601762.995,idle1,0.558300,5.136,-5.583000e-02,-0.558300,-1
1759601762.996,idle1,0.548500,5.140,-5.485000e-02,-0.548500,-1
1759601762.997,idle1,0.565700,5.140,-5.657000e-02,-0.565700,-1
1759601762.998,idle1,0.548900,5.144,-5.489000e-02,-0.548900,-1
1759601762.999,idle1,0.548500,5.144,-5.485000e-02,-0.548500,-1
1759601763.000,idle1,0.545200,5.136,-5.452000e-02,-0.545200,-1
1759601763.001,idle1,0.545600,5.144,-5.456000e-02,-0.545600,-1
