ts,phase,amps_A,vbus_V,vshunt_V,amps_raw_A,sign_factor
1759601146.454,idle1,0.557400,5.144,-5.574000e-02,-0.557400,-1
1759601146.455,idle1,0.563800,5.140,-5.638000e-02,-0.563800,-1
1759601146.456,idle1,0.567100,5.144,-5.671000e-02,-0.567100,-1
1759601146.457,idle1,0.578200,5.136,-5.782000e-02,-0.578200,-1
1759601146.458,idle1,0.587900,5.136,-5.879000e-02,-0.587900,-1
1759601146.459,idle1,0.588300,5.140,-5.883000e-02,-0.588300,-1
1759601146.460,idle1,0.560100,5.144,-5.601000e-02,-0.560100,-1
1759601146.461,idle1,0.556000,5.144,-5.560000e-02,-0.556000,-1
1759601146.462,idle1,0.558600,5.140,-5.586000e-02,-0.558600,-1
1759601146.463,idle1,0.571500,5.132,-5.715000e-02,-0.571500,-1
1759601146.464,idle1,0.559700,5.140,-5.597000e-02,-0.559700,-1
1759601146.465,idle1,0.590100,5.136,-5.901000e-02,-0.590100,-1
1759601146.467,idle1,0.586200,5.108,-5.862000e-02,-0.586200,-1
1759601146.468,idle1,0.553900,5.136,-5.539000e-02,-0.553900,-1
1759601146.469,idle1,0.558500,5.136,-5.585000e-02,-0.558500,-1
1759601146.470,idle1,0.551700,5.140,-5.517000e-02,-0.551700,-1
1759601146.471,idle1,0.551400,5.136,-5.514000e-02,-0.551400,-1
1759601146.472,idle1,0.556800,5.140,-5.568000e-02,-0.556800,-1
1759601146.473,idle1,0.558800,5.140,-5.588000e-02,-0.558800,-1
1759601146.474,idle1,0.581100,5.132,-5.811000e-02,-0.581100,-1
1759601146.475,idle1,0.586800,5.132,-5.868000e-02,-0.586800,-1
1759601146.476,idle1,0.556500,5.136,-5.565000e-02,-0.556500,-1
1759601146.477,idle1,0.552700,5.140,-5.527000e-02,-0.552700,-1
1759601146.478,idle1,0.569600,5.140,-5.696000e-02,-0.569600,-1
1759601146.479,idle1,0.565400,5.144,-5.654000e-02,-0.565400,-1
1759601146.480,idle1,0.558500,5.144,-5.585000e-02,-0.558500,-1
1759601146.481,idle1,0.571300,5.140,-5.713000e-02,-0.571300,-1
1759601146.482,idle1,0.601200,5.136,-6.012000e-02,-0.601200,-1
1759601146.483,idle1,0.607800,5.136,-6.078000e-02,-0.607800,-1
1759601146.485,idle1,0.585000,5.144,-5.850000e-02,-0.585000,-1
1759601146.486,idle1,0.556600,5.144,-5.566000e-02,-0.556600,-1
1759601146.487,idle1,0.569600,5.144,-5.696000e-02,-0.569600,-1
1759601146.488,idle1,0.564400,5.144,-5.644000e-02,-0.564400,-1
1759601146.489,idle1,0.575400,5.144,-5.754000e-02,-0.575400,-1
1759601146.490,idle1,0.559400,5.144,-5.594000e-02,-0.559400,-1
1759601146.491,idle1,0.591400,5.136,-5.914000e-02,-0.591400,-1
1759601146.492,idle1,0.602500,5.136,-6.025000e-02,-0.602500,-1
1759601146.493,idle1,0.596300,5.140,-5.963000e-02,-0.596300,-1
1759601146.494,idle1,0.563700,5.144,-5.637000e-02,-0.563700,-1
1759601146.495,idle1,0.576400,5.140,-5.764000e-02,-0.576400,-1
1759601146.496,idle1,0.565300,5.144,-5.653000e-02,-0.565300,-1
1759601146.497,idle1,0.563200,5.144,-5.632000e-02,-0.563200,-1
1759601146.498,idle1,0.562100,5.144,-5.621000e-02,-0.562100,-1
1759601146.499,idle1,0.585200,5.140,-5.852000e-02,-0.585200,-1
1759601146.500,idle1,0.588800,5.136,-5.888000e-02,-0.588800,-1
1759601146.502,idle1,0.589800,5.136,-5.898000e-02,-0.589800,-1
1759601146.503,idle1,0.569700,5.140,-5.697000e-02,-0.569700,-1
1759601146.504,idle1,0.548500,5.144,-5.485000e-02,-0.548500,-1
1759601146.505,idle1,0.550500,5.140,-5.505000e-02,-0.550500,-1
1759601146.506,idle1,0.555700,5.140,-5.557000e-02,-0.555700,-1
1759601146.507,idle1,0.556500,5.136,-5.565000e-02,-0.556500,-1
1759601146.508,idle1,0.581800,5.136,-5.818000e-02,-0.581800,-1
1759601146.509,idle1,0.580300,5.136,-5.803000e-02,-0.580300,-1
1759601146.510,idle1,0.553000,5.136,-5.530000e-02,-0.553000,-1
1759601146.511,idle1,0.551700,5.136,-5.517000e-02,-0.551700,-1
1759601146.512,idle1,0.537100,5.140,-5.371000e-02,-0.537100,-1
1759601146.513,idle1,0.546000,5.140,-5.460000e-02,-0.546000,-1
1759601146.514,idle1,0.552600,5.136,-5.526000e-02,-0.552600,-1
1759601146.515,idle1,0.557300,5.140,-5.573000e-02,-0.557300,-1
1759601146.516,idle1,0.574700,5.136,-5.747000e-02,-0.574700,-1
1759601146.517,idle1,0.582000,5.132,-5.820000e-02,-0.582000,-1
1759601146.518,idle1,0.566000,5.136,-5.660000e-02,-0.566000,-1
1759601146.520,idle1,0.554400,5.140,-5.544000e-02,-0.554400,-1
1759601146.521,idle1,0.557500,5.136,-5.575000e-02,-0.557500,-1
1759601146.522,idle1,0.557700,5.140,-5.577000e-02,-0.557700,-1
1759601146.523,idle1,0.565400,5.140,-5.654000e-02,-0.565400,-1
1759601146.524,idle1,0.563800,5.136,-5.638000e-02,-0.563800,-1
1759601146.525,idle1,0.595700,5.140,-5.957000e-02,-0.595700,-1
1759601146.526,idle1,0.591500,5.136,-5.915000e-02,-0.591500,-1
1759601146.527,idle1,0.579700,5.144,-5.797000e-02,-0.579700,-1
1759601146.528,idle1,0.568000,5.144,-5.680000e-02,-0.568000,-1
1759601146.529,idle1,0.572000,5.144,-5.720000e-02,-0.572000,-1
1759601146.530,idle1,0.557500,5.144,-5.575000e-02,-0.557500,-1
1759601146.531,idle1,0.557200,5.144,-5.572000e-02,-0.557200,-1
1759601146.532,idle1,0.571800,5.144,-5.718000e-02,-0.571800,-1
1759601146.533,idle1,0.595800,5.140,-5.958000e-02,-0.595800,-1
1759601146.534,idle1,0.592700,5.136,-5.927000e-02,-0.592700,-1
1759601146.535,idle1,0.584300,5.144,-5.843000e-02,-0.584300,-1
1759601146.537,idle1,0.569600,5.144,-5.696000e-02,-0.569600,-1
1759601146.538,idle1,0.567900,5.140,-5.679000e-02,-0.567900,-1
1759601146.539,idle1,0.570100,5.144,-5.701000e-02,-0.570100,-1
1759601146.540,idle1,0.552300,5.140,-5.523000e-02,-0.552300,-1
1759601146.541,idle1,0.551400,5.144,-5.514000e-02,-0.551400,-1
1759601146.542,idle1,0.589600,5.136,-5.896000e-02,-0.589600,-1
1759601146.543,idle1,0.595200,5.136,-5.952000e-02,-0.595200,-1
1759601146.544,idle1,0.577500,5.140,-5.775000e-02,-0.577500,-1
1759601146.545,idle1,0.561100,5.140,-5.611000e-02,-0.561100,-1
1759601146.546,idle1,0.557500,5.140,-5.575000e-02,-0.557500,-1
1759601146.547,idle1,0.557600,5.140,-5.576000e-02,-0.557600,-1
1759601146.548,idle1,0.546200,5.140,-5.462000e-02,-0.546200,-1
1759601146.549,idle1,0.572900,5.140,-5.729000e-02,-0.572900,-1
1759601146.550,idle1,0.571600,5.132,-5.716000e-02,-0.571600,-1
1759601146.551,idle1,0.581600,5.132,-5.816000e-02,-0.581600,-1
1759601146.552,idle1,0.549600,5.140,-5.496000e-02,-0.549600,-1
1759601146.553,idle1,0.549100,5.136,-5.491000e-02,-0.549100,-1
1759601146.555,idle1,0.551500,5.140,-5.515000e-02,-0.551500,-1
1759601146.556,idle1,0.550600,5.136,-5.506000e-02,-0.550600,-1
1759601146.557,idle1,0.542400,5.140,-5.424000e-02,-0.542400,-1
1759601146.558,idle1,0.549500,5.144,-5.495000e-02,-0.549500,-1
1759601146.559,idle1,0.584500,5.132,-5.845000e-02,-0.584500,-1
1759601146.560,idle1,0.584900,5.136,-5.849000e-02,-0.584900,-1
1759601146.561,idle1,0.556900,5.136,-5.569000e-02,-0.556900,-1
1759601146.562,idle1,0.562700,5.140,-5.627000e-02,-0.562700,-1
1759601146.563,idle1,0.569600,5.140,-5.696000e-02,-0.569600,-1
1759601146.564,idle1,0.563000,5.140,-5.630000e-02,-0.563000,-1
1759601146.565,idle1,0.567700,5.144,-5.677000e-02,-0.567700,-1
1759601146.566,idle1,0.561700,5.140,-5.617000e-02,-0.561700,-1
1759601146.567,idle1,0.580800,5.140,-5.808000e-02,-0.580800,-1
1759601146.568,idle1,0.598400,5.140,-5.984000e-02,-0.598400,-1
1759601146.569,idle1,0.575300,5.144,-5.753000e-02,-0.575300,-1
1759601146.570,idle1,0.555400,5.148,-5.554000e-02,-0.555400,-1
1759601146.572,idle1,0.566900,5.148,-5.669000e-02,-0.566900,-1
1759601146.573,idle1,0.567800,5.144,-5.678000e-02,-0.567800,-1
1759601146.574,idle1,0.568600,5.144,-5.686000e-02,-0.568600,-1
1759601146.575,idle1,0.569700,5.140,-5.697000e-02,-0.569700,-1
1759601146.576,idle1,0.579600,5.144,-5.796000e-02,-0.579600,-1
1759601146.577,idle1,0.594000,5.136,-5.940000e-02,-0.594000,-1
1759601146.578,idle1,0.575000,5.144,-5.750000e-02,-0.575000,-1
1759601146.579,idle1,0.567400,5.144,-5.674000e-02,-0.567400,-1
1759601146.580,idle1,0.557500,5.144,-5.575000e-02,-0.557500,-1
1759601146.581,idle1,0.549900,5.144,-5.499000e-02,-0.549900,-1
1759601146.582,idle1,0.561100,5.144,-5.611000e-02,-0.561100,-1
1759601146.583,idle1,0.562500,5.140,-5.625000e-02,-0.562500,-1
1759601146.584,idle1,0.578600,5.136,-5.786000e-02,-0.578600,-1
1759601146.585,idle1,0.587100,5.136,-5.871000e-02,-0.587100,-1
1759601146.586,idle1,0.578200,5.140,-5.782000e-02,-0.578200,-1
1759601146.587,idle1,0.555500,5.140,-5.555000e-02,-0.555500,-1
1759601146.589,idle1,0.558400,5.140,-5.584000e-02,-0.558400,-1
1759601146.590,idle1,0.556100,5.140,-5.561000e-02,-0.556100,-1
1759601146.591,idle1,0.544600,5.136,-5.446000e-02,-0.544600,-1
1759601146.592,idle1,0.574400,5.140,-5.744000e-02,-0.574400,-1
1759601146.593,idle1,0.578700,5.136,-5.787000e-02,-0.578700,-1
1759601146.594,idle1,0.571100,5.132,-5.711000e-02,-0.571100,-1
1759601146.595,idle1,0.552000,5.140,-5.520000e-02,-0.552000,-1
1759601146.596,idle1,0.553800,5.140,-5.538000e-02,-0.553800,-1
1759601146.597,idle1,0.542200,5.136,-5.422000e-02,-0.542200,-1
1759601146.598,idle1,0.552300,5.140,-5.523000e-02,-0.552300,-1
1759601146.599,idle1,0.554300,5.144,-5.543000e-02,-0.554300,-1
1759601146.600,idle1,0.566200,5.140,-5.662000e-02,-0.566200,-1
1759601146.601,idle1,0.585700,5.140,-5.857000e-02,-0.585700,-1
1759601146.602,idle1,0.577000,5.140,-5.770000e-02,-0.577000,-1
1759601146.603,idle1,0.557300,5.140,-5.573000e-02,-0.557300,-1
1759601146.604,idle1,0.562300,5.140,-5.623000e-02,-0.562300,-1
1759601146.605,idle1,0.559700,5.140,-5.597000e-02,-0.559700,-1
1759601146.607,idle1,0.559400,5.140,-5.594000e-02,-0.559400,-1
1759601146.608,idle1,0.568400,5.140,-5.684000e-02,-0.568400,-1
1759601146.609,idle1,0.580000,5.140,-5.800000e-02,-0.580000,-1
1759601146.610,idle1,0.597600,5.136,-5.976000e-02,-0.597600,-1
1759601146.611,idle1,0.588200,5.140,-5.882000e-02,-0.588200,-1
1759601146.612,idle1,0.557400,5.144,-5.574000e-02,-0.557400,-1
1759601146.613,idle1,0.565500,5.144,-5.655000e-02,-0.565500,-1
1759601146.614,idle1,0.560000,5.144,-5.600000e-02,-0.560000,-1
1759601146.615,idle1,0.568700,5.148,-5.687000e-02,-0.568700,-1
1759601146.616,idle1,0.558600,5.144,-5.586000e-02,-0.558600,-1
1759601146.617,idle1,0.567400,5.144,-5.674000e-02,-0.567400,-1
1759601146.618,idle1,0.594400,5.140,-5.944000e-02,-0.594400,-1
1759601146.619,idle1,0.596500,5.140,-5.965000e-02,-0.596500,-1
1759601146.620,idle1,0.559800,5.148,-5.598000e-02,-0.559800,-1
1759601146.621,idle1,0.553500,5.144,-5.535000e-02,-0.553500,-1
1759601146.622,idle1,0.557400,5.140,-5.574000e-02,-0.557400,-1
1759601146.624,idle1,0.559900,5.140,-5.599000e-02,-0.559900,-1
1759601146.625,idle1,0.553200,5.144,-5.532000e-02,-0.553200,-1
1759601146.626,idle1,0.559400,5.140,-5.594000e-02,-0.559400,-1
1759601146.627,idle1,0.583900,5.136,-5.839000e-02,-0.583900,-1
1759601146.628,idle1,0.580700,5.136,-5.807000e-02,-0.580700,-1
1759601146.629,idle1,0.572400,5.140,-5.724000e-02,-0.572400,-1
1759601146.630,idle1,0.546500,5.144,-5.465000e-02,-0.546500,-1
1759601146.631,idle1,0.550800,5.140,-5.508000e-02,-0.550800,-1
1759601146.632,idle1,0.547000,5.140,-5.470000e-02,-0.547000,-1
1759601146.633,idle1,0.536100,5.140,-5.361000e-02,-0.536100,-1
1759601146.634,idle1,0.571600,5.140,-5.716000e-02,-0.571600,-1
1759601146.635,idle1,0.574100,5.136,-5.741000e-02,-0.574100,-1
1759601146.636,idle1,0.563800,5.136,-5.638000e-02,-0.563800,-1
1759601146.637,idle1,0.546900,5.140,-5.469000e-02,-0.546900,-1
1759601146.638,idle1,0.535700,5.140,-5.357000e-02,-0.535700,-1
1759601146.639,idle1,0.549300,5.140,-5.493000e-02,-0.549300,-1
1759601146.640,idle1,0.547200,5.140,-5.472000e-02,-0.547200,-1
1759601146.642,idle1,0.544900,5.140,-5.449000e-02,-0.544900,-1
1759601146.643,idle1,0.571400,5.144,-5.714000e-02,-0.571400,-1
1759601146.644,idle1,0.581100,5.136,-5.811000e-02,-0.581100,-1
1759601146.645,idle1,0.578600,5.136,-5.786000e-02,-0.578600,-1
1759601146.646,idle1,0.558400,5.140,-5.584000e-02,-0.558400,-1
1759601146.647,idle1,0.549200,5.144,-5.492000e-02,-0.549200,-1
1759601146.648,idle1,0.554700,5.144,-5.547000e-02,-0.554700,-1
1759601146.649,idle1,0.573500,5.140,-5.735000e-02,-0.573500,-1
1759601146.650,idle1,0.564500,5.144,-5.645000e-02,-0.564500,-1
1759601146.651,idle1,0.584600,5.140,-5.846000e-02,-0.584600,-1
1759601146.652,idle1,0.589100,5.140,-5.891000e-02,-0.589100,-1
1759601146.653,idle1,0.592100,5.140,-5.921000e-02,-0.592100,-1
1759601146.654,idle1,0.558400,5.148,-5.584000e-02,-0.558400,-1
1759601146.655,idle1,0.564300,5.144,-5.643000e-02,-0.564300,-1
1759601146.656,idle1,0.551500,5.144,-5.515000e-02,-0.551500,-1
1759601146.657,idle1,0.559500,5.144,-5.595000e-02,-0.559500,-1
1759601146.659,idle1,0.569900,5.144,-5.699000e-02,-0.569900,-1
1759601146.660,idle1,0.580300,5.140,-5.803000e-02,-0.580300,-1
1759601146.661,idle1,0.583800,5.140,-5.838000e-02,-0.583800,-1
1759601146.662,idle1,0.588700,5.144,-5.887000e-02,-0.588700,-1
1759601146.663,idle1,0.565000,5.140,-5.650000e-02,-0.565000,-1
1759601146.664,idle1,0.555000,5.144,-5.550000e-02,-0.555000,-1
1759601146.665,idle1,0.556700,5.144,-5.567000e-02,-0.556700,-1
1759601146.666,idle1,0.541400,5.144,-5.414000e-02,-0.541400,-1
1759601146.667,idle1,0.548500,5.140,-5.485000e-02,-0.548500,-1
1759601146.668,idle1,0.561800,5.136,-5.618000e-02,-0.561800,-1
1759601146.669,idle1,0.583600,5.140,-5.836000e-02,-0.583600,-1
1759601146.670,idle1,0.577400,5.136,-5.774000e-02,-0.577400,-1
1759601146.671,idle1,0.548300,5.140,-5.483000e-02,-0.548300,-1
1759601146.672,idle1,0.552200,5.140,-5.522000e-02,-0.552200,-1
1759601146.673,idle1,0.545300,5.136,-5.453000e-02,-0.545300,-1
1759601146.674,idle1,0.536700,5.140,-5.367000e-02,-0.536700,-1
1759601146.676,idle1,0.544300,5.140,-5.443000e-02,-0.544300,-1
1759601146.677,idle1,0.570800,5.136,-5.708000e-02,-0.570800,-1
1759601146.678,idle1,0.579600,5.136,-5.796000e-02,-0.579600,-1
1759601146.679,idle1,0.557800,5.136,-5.578000e-02,-0.557800,-1
1759601146.680,idle1,0.548800,5.140,-5.488000e-02,-0.548800,-1
1759601146.681,idle1,0.548900,5.140,-5.489000e-02,-0.548900,-1
1759601146.682,idle1,0.549000,5.140,-5.490000e-02,-0.549000,-1
1759601146.683,idle1,0.538700,5.140,-5.387000e-02,-0.538700,-1
1759601146.684,idle1,0.544500,5.144,-5.445000e-02,-0.544500,-1
1759601146.685,idle1,0.580400,5.140,-5.804000e-02,-0.580400,-1
1759601146.686,idle1,0.585200,5.136,-5.852000e-02,-0.585200,-1
1759601146.687,idle1,0.569900,5.140,-5.699000e-02,-0.569900,-1
1759601146.688,idle1,0.560200,5.140,-5.602000e-02,-0.560200,-1
1759601146.689,idle1,0.560600,5.144,-5.606000e-02,-0.560600,-1
1759601146.690,idle1,0.557600,5.140,-5.576000e-02,-0.557600,-1
1759601146.691,idle1,0.558600,5.148,-5.586000e-02,-0.558600,-1
1759601146.692,idle1,0.557300,5.140,-5.573000e-02,-0.557300,-1
1759601146.694,idle1,0.580700,5.140,-5.807000e-02,-0.580700,-1
1759601146.695,idle1,0.596600,5.140,-5.966000e-02,-0.596600,-1
1759601146.696,idle1,0.585200,5.144,-5.852000e-02,-0.585200,-1
1759601146.697,idle1,0.561200,5.144,-5.612000e-02,-0.561200,-1
1759601146.698,idle1,0.561800,5.144,-5.618000e-02,-0.561800,-1
1759601146.699,idle1,0.571800,5.144,-5.718000e-02,-0.571800,-1
1759601146.700,idle1,0.569900,5.140,-5.699000e-02,-0.569900,-1
1759601146.701,idle1,0.563000,5.144,-5.630000e-02,-0.563000,-1
1759601146.702,idle1,0.580200,5.140,-5.802000e-02,-0.580200,-1
1759601146.703,idle1,0.589000,5.140,-5.890000e-02,-0.589000,-1
1759601146.704,idle1,0.584600,5.140,-5.846000e-02,-0.584600,-1
1759601146.705,idle1,0.564800,5.148,-5.648000e-02,-0.564800,-1
1759601146.706,idle1,0.550800,5.140,-5.508000e-02,-0.550800,-1
1759601146.707,idle1,0.553800,5.144,-5.538000e-02,-0.553800,-1
1759601146.708,idle1,0.558100,5.144,-5.581000e-02,-0.558100,-1
1759601146.709,idle1,0.557200,5.144,-5.572000e-02,-0.557200,-1
1759601146.711,idle1,0.557500,5.140,-5.575000e-02,-0.557500,-1
1759601146.712,idle1,0.574200,5.136,-5.742000e-02,-0.574200,-1
1759601146.713,idle1,0.583800,5.140,-5.838000e-02,-0.583800,-1
1759601146.714,idle1,0.552000,5.140,-5.520000e-02,-0.552000,-1
1759601146.715,idle1,0.549700,5.140,-5.497000e-02,-0.549700,-1
1759601146.716,idle1,0.550800,5.144,-5.508000e-02,-0.550800,-1
1759601146.717,idle1,0.548100,5.136,-5.481000e-02,-0.548100,-1
1759601146.718,idle1,0.562200,5.136,-5.622000e-02,-0.562200,-1
1759601146.719,idle1,0.564500,5.136,-5.645000e-02,-0.564500,-1
1759601146.720,idle1,0.569700,5.136,-5.697000e-02,-0.569700,-1
1759601146.721,idle1,0.556300,5.136,-5.563000e-02,-0.556300,-1
1759601146.722,idle1,0.546200,5.140,-5.462000e-02,-0.546200,-1
1759601146.723,idle1,0.540400,5.136,-5.404000e-02,-0.540400,-1
1759601146.724,idle1,0.552800,5.140,-5.528000e-02,-0.552800,-1
1759601146.725,idle1,0.549900,5.140,-5.499000e-02,-0.549900,-1
1759601146.726,idle1,0.554000,5.140,-5.540000e-02,-0.554000,-1
1759601146.727,idle1,0.584200,5.140,-5.842000e-02,-0.584200,-1
1759601146.729,idle1,0.575000,5.136,-5.750000e-02,-0.575000,-1
1759601146.730,idle1,0.567000,5.144,-5.670000e-02,-0.567000,-1
1759601146.731,idle1,0.557100,5.144,-5.571000e-02,-0.557100,-1
1759601146.732,idle1,0.562200,5.144,-5.622000e-02,-0.562200,-1
1759601146.733,idle1,0.548300,5.144,-5.483000e-02,-0.548300,-1
1759601146.734,idle1,0.557900,5.144,-5.579000e-02,-0.557900,-1
1759601146.735,idle1,0.574300,5.140,-5.743000e-02,-0.574300,-1
1759601146.736,idle1,0.593500,5.140,-5.935000e-02,-0.593500,-1
1759601146.737,idle1,0.590100,5.140,-5.901000e-02,-0.590100,-1
1759601146.738,idle1,0.578000,5.144,-5.780000e-02,-0.578000,-1
1759601146.739,idle1,0.576100,5.144,-5.761000e-02,-0.576100,-1
1759601146.740,idle1,0.567800,5.144,-5.678000e-02,-0.567800,-1
1759601146.741,idle1,0.571400,5.148,-5.714000e-02,-0.571400,-1
1759601146.742,idle1,0.566600,5.144,-5.666000e-02,-0.566600,-1
1759601146.743,idle1,0.563100,5.144,-5.631000e-02,-0.563100,-1
1759601146.744,idle1,0.588000,5.140,-5.880000e-02,-0.588000,-1
1759601146.746,idle1,0.601700,5.136,-6.017000e-02,-0.601700,-1
1759601146.747,idle1,0.572000,5.144,-5.720000e-02,-0.572000,-1
1759601146.748,idle1,0.557100,5.140,-5.571000e-02,-0.557100,-1
1759601146.749,idle1,0.564900,5.144,-5.649000e-02,-0.564900,-1
1759601146.750,idle1,0.562100,5.140,-5.621000e-02,-0.562100,-1
1759601146.751,idle1,0.550600,5.140,-5.506000e-02,-0.550600,-1
1759601146.752,idle1,0.560600,5.140,-5.606000e-02,-0.560600,-1
1759601146.753,idle1,0.570300,5.136,-5.703000e-02,-0.570300,-1
1759601146.754,idle1,0.580700,5.136,-5.807000e-02,-0.580700,-1
1759601146.755,idle1,0.545900,5.136,-5.459000e-02,-0.545900,-1
1759601146.756,idle1,0.554400,5.144,-5.544000e-02,-0.554400,-1
1759601146.757,idle1,0.556400,5.140,-5.564000e-02,-0.556400,-1
1759601146.758,idle1,0.558700,5.136,-5.587000e-02,-0.558700,-1
1759601146.759,idle1,0.547800,5.136,-5.478000e-02,-0.547800,-1
1759601146.760,idle1,0.567500,5.140,-5.675000e-02,-0.567500,-1
1759601146.761,idle1,0.586000,5.136,-5.860000e-02,-0.586000,-1
1759601146.762,idle1,0.579200,5.136,-5.792000e-02,-0.579200,-1
1759601146.764,idle1,0.549100,5.136,-5.491000e-02,-0.549100,-1
1759601146.765,idle1,0.539000,5.140,-5.390000e-02,-0.539000,-1
1759601146.766,idle1,0.549500,5.140,-5.495000e-02,-0.549500,-1
1759601146.767,idle1,0.551800,5.140,-5.518000e-02,-0.551800,-1
1759601146.768,idle1,0.561300,5.140,-5.613000e-02,-0.561300,-1
1759601146.769,idle1,0.565200,5.144,-5.652000e-02,-0.565200,-1
1759601146.770,idle1,0.586100,5.136,-5.861000e-02,-0.586100,-1
1759601146.771,idle1,0.591100,5.136,-5.911000e-02,-0.591100,-1
1759601146.772,idle1,0.572400,5.140,-5.724000e-02,-0.572400,-1
1759601146.773,idle1,0.554200,5.140,-5.542000e-02,-0.554200,-1
1759601146.774,idle1,0.551600,5.144,-5.516000e-02,-0.551600,-1
1759601146.775,idle1,0.562200,5.144,-5.622000e-02,-0.562200,-1
1759601146.776,idle1,0.563400,5.144,-5.634000e-02,-0.563400,-1
1759601146.777,idle1,0.563100,5.136,-5.631000e-02,-0.563100,-1
1759601146.778,idle1,0.601200,5.140,-6.012000e-02,-0.601200,-1
1759601146.779,idle1,0.603500,5.136,-6.035000e-02,-0.603500,-1
1759601146.781,idle1,0.579400,5.144,-5.794000e-02,-0.579400,-1
1759601146.782,idle1,0.577400,5.144,-5.774000e-02,-0.577400,-1
1759601146.783,idle1,0.561700,5.144,-5.617000e-02,-0.561700,-1
1759601146.784,idle1,0.562000,5.144,-5.620000e-02,-0.562000,-1
1759601146.785,idle1,0.561400,5.144,-5.614000e-02,-0.561400,-1
1759601146.786,idle1,0.557600,5.144,-5.576000e-02,-0.557600,-1
1759601146.787,idle1,0.573800,5.140,-5.738000e-02,-0.573800,-1
1759601146.788,idle1,0.573800,5.140,-5.738000e-02,-0.573800,-1
1759601146.789,idle1,0.577700,5.140,-5.777000e-02,-0.577700,-1
1759601146.790,idle1,0.566400,5.140,-5.664000e-02,-0.566400,-1
